raw_locator,set_code,collector_number,limitless_card_url,in_top10_raw_union,in_top50_raw_union,minimum_archetype_rank,archetype_count,archetypes,archetype_ranks,archetype_quantities,anki_tags,resolution_status,resolved_name,mechanical_fingerprint,mechanical_card_key,mechanical_group_id
MEG-115,MEG,115,https://limitlesstcg.com/cards/MEG/115,True,True,5,11,Raging Bolt | Basic Box | Rocket's Mewtwo | Marnie's Grimmsnarl | Tera Box | Mega Absol Box | Flareon | Toxtricity | Bloodmoon Ursaluna | Rocket's Spidops | Hydreigon,5 | 9 | 14 | 24 | 31 | 32 | 33 | 35 | 37 | 40 | 49,Raging Bolt:4 | Basic Box:3 | Rocket's Mewtwo:1 | Marnie's Grimmsnarl:1 | Tera Box:2 | Mega Absol Box:1 | Flareon:1 | Toxtricity:2 | Bloodmoon Ursaluna:2 | Rocket's Spidops:1 | Hydreigon:1,ptcg::archetype::raging_bolt ptcg::archetype::basic_box ptcg::archetype::rocket_s_mewtwo ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::tera_box ptcg::archetype::mega_absol_box ptcg::archetype::flareon ptcg::archetype::toxtricity ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::rocket_s_spidops ptcg::archetype::hydreigon ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
SCR-131,SCR,131,https://limitlesstcg.com/cards/SCR/131,True,True,5,7,Raging Bolt | Basic Box | Lillie's Clefairy | Tera Box | Flareon | Joltik Box | Hydreigon,5 | 9 | 21 | 31 | 33 | 45 | 49,Raging Bolt:4 | Basic Box:4 | Lillie's Clefairy:4 | Tera Box:3 | Flareon:2 | Joltik Box:2 | Hydreigon:2,ptcg::archetype::raging_bolt ptcg::archetype::basic_box ptcg::archetype::lillie_s_clefairy ptcg::archetype::tera_box ptcg::archetype::flareon ptcg::archetype::joltik_box ptcg::archetype::hydreigon ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
SSP-111,SSP,111,https://limitlesstcg.com/cards/SSP/111,True,True,5,2,Raging Bolt | Tera Box,5 | 31,Raging Bolt:1 | Tera Box:1,ptcg::archetype::raging_bolt ptcg::archetype::tera_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
SSP-56,SSP,56,https://limitlesstcg.com/cards/SSP/56,True,True,5,5,Raging Bolt | Basic Box | Beedrill | Lillie's Clefairy | Tera Box,5 | 9 | 12 | 21 | 31,Raging Bolt:1 | Basic Box:1 | Beedrill:1 | Lillie's Clefairy:1 | Tera Box:1,ptcg::archetype::raging_bolt ptcg::archetype::basic_box ptcg::archetype::beedrill ptcg::archetype::lillie_s_clefairy ptcg::archetype::tera_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
SSP-76,SSP,76,https://limitlesstcg.com/cards/SSP/76,True,True,5,14,Raging Bolt | Slowking | Basic Box | Greninja | Lillie's Clefairy | Steven's Metagross | Mega Diancie | Kangaskhan Bouffalant | Tera Box | Mega Absol Box | Flareon | Mega Manectric | Bronzong | Joltik Box,5 | 6 | 9 | 20 | 21 | 26 | 27 | 28 | 31 | 32 | 33 | 38 | 44 | 45,Raging Bolt:2 | Slowking:2 | Basic Box:2 | Greninja:1 | Lillie's Clefairy:3 | Steven's Metagross:1 | Mega Diancie:1 | Kangaskhan Bouffalant:2 | Tera Box:1 | Mega Absol Box:1 | Flareon:1 | Mega Manectric:2 | Bronzong:1 | Joltik Box:2,ptcg::archetype::raging_bolt ptcg::archetype::slowking ptcg::archetype::basic_box ptcg::archetype::greninja ptcg::archetype::lillie_s_clefairy ptcg::archetype::steven_s_metagross ptcg::archetype::mega_diancie ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::tera_box ptcg::archetype::mega_absol_box ptcg::archetype::flareon ptcg::archetype::mega_manectric ptcg::archetype::bronzong ptcg::archetype::joltik_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
TEF-123,TEF,123,https://limitlesstcg.com/cards/TEF/123,True,True,5,2,Raging Bolt | Tera Box,5 | 31,Raging Bolt:2 | Tera Box:1,ptcg::archetype::raging_bolt ptcg::archetype::tera_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
TEF-145,TEF,145,https://limitlesstcg.com/cards/TEF/145,True,True,5,6,Raging Bolt | Slowking | Basic Box | Lillie's Clefairy | Kangaskhan Bouffalant | Okidogi,5 | 6 | 9 | 21 | 28 | 29,Raging Bolt:1 | Slowking:4 | Basic Box:1 | Lillie's Clefairy:2 | Kangaskhan Bouffalant:2 | Okidogi:1,ptcg::archetype::raging_bolt ptcg::archetype::slowking ptcg::archetype::basic_box ptcg::archetype::lillie_s_clefairy ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::okidogi ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
TEF-25,TEF,25,https://limitlesstcg.com/cards/TEF/25,True,True,5,3,Raging Bolt | Tera Box | Joltik Box,5 | 31 | 45,Raging Bolt:1 | Tera Box:1 | Joltik Box:1,ptcg::archetype::raging_bolt ptcg::archetype::tera_box ptcg::archetype::joltik_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
TWM-64,TWM,64,https://limitlesstcg.com/cards/TWM/64,True,True,5,7,Raging Bolt | Basic Box | Lillie's Clefairy | Tera Box | Eelektrik | Mega Manectric | Joltik Box,5 | 9 | 21 | 31 | 36 | 38 | 45,Raging Bolt:1 | Basic Box:1 | Lillie's Clefairy:2 | Tera Box:1 | Eelektrik:1 | Mega Manectric:2 | Joltik Box:2,ptcg::archetype::raging_bolt ptcg::archetype::basic_box ptcg::archetype::lillie_s_clefairy ptcg::archetype::tera_box ptcg::archetype::eelektrik ptcg::archetype::mega_manectric ptcg::archetype::joltik_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
CRI-61,CRI,61,https://limitlesstcg.com/cards/CRI/61,True,True,6,2,Slowking | Metagross,6 | 22,Slowking:2 | Metagross:2,ptcg::archetype::slowking ptcg::archetype::metagross ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
DRI-78,DRI,78,https://limitlesstcg.com/cards/DRI/78,True,True,6,1,Slowking,6,Slowking:1,ptcg::archetype::slowking ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
MEG-130,MEG,130,https://limitlesstcg.com/cards/MEG/130,True,True,6,11,Slowking | Crustle | Cynthia's Garchomp | Hop's Trevenant | Ethan's Typhlosion | Greninja | Mega Diancie | Kangaskhan Bouffalant | Bronzong | Palafin | Mega Charizard X,6 | 11 | 17 | 18 | 19 | 20 | 27 | 28 | 44 | 46 | 50,Slowking:1 | Crustle:1 | Cynthia's Garchomp:1 | Hop's Trevenant:1 | Ethan's Typhlosion:1 | Greninja:1 | Mega Diancie:1 | Kangaskhan Bouffalant:1 | Bronzong:1 | Palafin:2 | Mega Charizard X:1,ptcg::archetype::slowking ptcg::archetype::crustle ptcg::archetype::cynthia_s_garchomp ptcg::archetype::hop_s_trevenant ptcg::archetype::ethan_s_typhlosion ptcg::archetype::greninja ptcg::archetype::mega_diancie ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::bronzong ptcg::archetype::palafin ptcg::archetype::mega_charizard_x ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
PFL-94,PFL,94,https://limitlesstcg.com/cards/PFL/94,True,True,6,3,Slowking | Lillie's Clefairy | Mega Diancie,6 | 21 | 27,Slowking:3 | Lillie's Clefairy:3 | Mega Diancie:4,ptcg::archetype::slowking ptcg::archetype::lillie_s_clefairy ptcg::archetype::mega_diancie ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
SCR-57,SCR,57,https://limitlesstcg.com/cards/SCR/57,True,True,6,1,Slowking,6,Slowking:4,ptcg::archetype::slowking ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
SCR-58,SCR,58,https://limitlesstcg.com/cards/SCR/58,True,True,6,1,Slowking,6,Slowking:3,ptcg::archetype::slowking ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
SFA-47,SFA,47,https://limitlesstcg.com/cards/SFA/47,True,True,6,1,Slowking,6,Slowking:2,ptcg::archetype::slowking ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
SFA-54,SFA,54,https://limitlesstcg.com/cards/SFA/54,True,True,6,1,Slowking,6,Slowking:4,ptcg::archetype::slowking ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
TWM-166,TWM,166,https://limitlesstcg.com/cards/TWM/166,True,True,6,1,Slowking,6,Slowking:3,ptcg::archetype::slowking ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
WHT-80,WHT,80,https://limitlesstcg.com/cards/WHT/80,True,True,6,6,Slowking | Festival Lead | Ethan's Typhlosion | Metagross | Okidogi | Rocket's Spidops,6 | 13 | 19 | 22 | 29 | 40,Slowking:1 | Festival Lead:2 | Ethan's Typhlosion:2 | Metagross:1 | Okidogi:1 | Rocket's Spidops:2,ptcg::archetype::slowking ptcg::archetype::festival_lead ptcg::archetype::ethan_s_typhlosion ptcg::archetype::metagross ptcg::archetype::okidogi ptcg::archetype::rocket_s_spidops ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
JTG-121,JTG,121,https://limitlesstcg.com/cards/JTG/121,True,True,7,4,Mega Lucario | Mega Greninja | Mega Lopunny | Palafin,7 | 8 | 16 | 46,Mega Lucario:1 | Mega Greninja:1 | Mega Lopunny:1 | Palafin:1,ptcg::archetype::mega_lucario ptcg::archetype::mega_greninja ptcg::archetype::mega_lopunny ptcg::archetype::palafin ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
MEG-116,MEG,116,https://limitlesstcg.com/cards/MEG/116,True,True,7,5,Mega Lucario | Cynthia's Garchomp | Ceruledge | Okidogi | Bloodmoon Ursaluna,7 | 17 | 23 | 29 | 37,Mega Lucario:4 | Cynthia's Garchomp:3 | Ceruledge:4 | Okidogi:4 | Bloodmoon Ursaluna:4,ptcg::archetype::mega_lucario ptcg::archetype::cynthia_s_garchomp ptcg::archetype::ceruledge ptcg::archetype::okidogi ptcg::archetype::bloodmoon_ursaluna ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
MEG-124,MEG,124,https://limitlesstcg.com/cards/MEG/124,True,True,7,3,Mega Lucario | Cynthia's Garchomp | Okidogi,7 | 17 | 29,Mega Lucario:4 | Cynthia's Garchomp:2 | Okidogi:1,ptcg::archetype::mega_lucario ptcg::archetype::cynthia_s_garchomp ptcg::archetype::okidogi ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
MEG-74,MEG,74,https://limitlesstcg.com/cards/MEG/74,True,True,7,4,Mega Lucario | Ceruledge | Okidogi | Bloodmoon Ursaluna,7 | 23 | 29 | 37,Mega Lucario:2 | Ceruledge:2 | Okidogi:2 | Bloodmoon Ursaluna:2,ptcg::archetype::mega_lucario ptcg::archetype::ceruledge ptcg::archetype::okidogi ptcg::archetype::bloodmoon_ursaluna ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
MEG-75,MEG,75,https://limitlesstcg.com/cards/MEG/75,True,True,7,4,Mega Lucario | Ceruledge | Okidogi | Bloodmoon Ursaluna,7 | 23 | 29 | 37,Mega Lucario:2 | Ceruledge:2 | Okidogi:3 | Bloodmoon Ursaluna:2,ptcg::archetype::mega_lucario ptcg::archetype::ceruledge ptcg::archetype::okidogi ptcg::archetype::bloodmoon_ursaluna ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
MEG-76,MEG,76,https://limitlesstcg.com/cards/MEG/76,True,True,7,1,Mega Lucario,7,Mega Lucario:1,ptcg::archetype::mega_lucario ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
MEG-77,MEG,77,https://limitlesstcg.com/cards/MEG/77,True,True,7,1,Mega Lucario,7,Mega Lucario:3,ptcg::archetype::mega_lucario ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
POR-87,POR,87,https://limitlesstcg.com/cards/POR/87,True,True,7,2,Mega Lucario | Cynthia's Garchomp,7 | 17,Mega Lucario:4 | Cynthia's Garchomp:3,ptcg::archetype::mega_lucario ptcg::archetype::cynthia_s_garchomp ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
PRE-50,PRE,50,https://limitlesstcg.com/cards/PRE/50,True,True,7,1,Mega Lucario,7,Mega Lucario:3,ptcg::archetype::mega_lucario ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
SSP-177,SSP,177,https://limitlesstcg.com/cards/SSP/177,True,True,7,8,Mega Lucario | Ethan's Typhlosion | Metagross | Flareon | Mega Sharpedo | Mega Froslass | Joltik Box | Palafin,7 | 19 | 22 | 33 | 39 | 42 | 45 | 46,Mega Lucario:2 | Ethan's Typhlosion:1 | Metagross:1 | Flareon:1 | Mega Sharpedo:1 | Mega Froslass:1 | Joltik Box:1 | Palafin:1,ptcg::archetype::mega_lucario ptcg::archetype::ethan_s_typhlosion ptcg::archetype::metagross ptcg::archetype::flareon ptcg::archetype::mega_sharpedo ptcg::archetype::mega_froslass ptcg::archetype::joltik_box ptcg::archetype::palafin ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
TWM-167,TWM,167,https://limitlesstcg.com/cards/TWM/167,True,True,7,3,Mega Lucario | Mega Starmie | Okidogi,7 | 15 | 29,Mega Lucario:1 | Mega Starmie:1 | Okidogi:1,ptcg::archetype::mega_lucario ptcg::archetype::mega_starmie ptcg::archetype::okidogi ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
ASC-39,ASC,39,https://limitlesstcg.com/cards/ASC/39,True,True,8,8,Mega Greninja | Festival Lead | Mega Lopunny | Kangaskhan Bouffalant | Mega Absol Box | Bloodmoon Ursaluna | Sylveon | Mega Charizard X,8 | 13 | 16 | 28 | 32 | 37 | 47 | 50,Mega Greninja:1 | Festival Lead:1 | Mega Lopunny:1 | Kangaskhan Bouffalant:1 | Mega Absol Box:1 | Bloodmoon Ursaluna:1 | Sylveon:1 | Mega Charizard X:1,ptcg::archetype::mega_greninja ptcg::archetype::festival_lead ptcg::archetype::mega_lopunny ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::mega_absol_box ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::sylveon ptcg::archetype::mega_charizard_x ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
CRI-20,CRI,20,https://limitlesstcg.com/cards/CRI/20,True,True,8,2,Mega Greninja | Greninja,8 | 20,Mega Greninja:4 | Greninja:3,ptcg::archetype::mega_greninja ptcg::archetype::greninja ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
CRI-21,CRI,21,https://limitlesstcg.com/cards/CRI/21,True,True,8,2,Mega Greninja | Greninja,8 | 20,Mega Greninja:3 | Greninja:1,ptcg::archetype::mega_greninja ptcg::archetype::greninja ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
CRI-22,CRI,22,https://limitlesstcg.com/cards/CRI/22,True,True,8,1,Mega Greninja,8,Mega Greninja:2,ptcg::archetype::mega_greninja ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
CRI-76,CRI,76,https://limitlesstcg.com/cards/CRI/76,True,True,8,2,Mega Greninja | Joltik Box,8 | 45,Mega Greninja:1 | Joltik Box:1,ptcg::archetype::mega_greninja ptcg::archetype::joltik_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
MEG-129,MEG,129,https://limitlesstcg.com/cards/MEG/129,True,True,8,3,Mega Greninja | Mega Abomasnow | Palafin,8 | 43 | 46,Mega Greninja:2 | Mega Abomasnow:2 | Palafin:3,ptcg::archetype::mega_greninja ptcg::archetype::mega_abomasnow ptcg::archetype::palafin ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
SVI-171,SVI,171,https://limitlesstcg.com/cards/SVI/171,True,True,8,4,Mega Greninja | Tera Box | Bloodmoon Ursaluna | Mega Charizard X,8 | 31 | 37 | 50,Mega Greninja:1 | Tera Box:1 | Bloodmoon Ursaluna:2 | Mega Charizard X:2,ptcg::archetype::mega_greninja ptcg::archetype::tera_box ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::mega_charizard_x ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
TEF-162,TEF,162,https://limitlesstcg.com/cards/TEF/162,True,True,8,3,Mega Greninja | Cynthia's Garchomp | Hydreigon,8 | 17 | 49,Mega Greninja:1 | Cynthia's Garchomp:1 | Hydreigon:1,ptcg::archetype::mega_greninja ptcg::archetype::cynthia_s_garchomp ptcg::archetype::hydreigon ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
TWM-106,TWM,106,https://limitlesstcg.com/cards/TWM/106,True,True,8,2,Mega Greninja | Greninja,8 | 20,Mega Greninja:2 | Greninja:2,ptcg::archetype::mega_greninja ptcg::archetype::greninja ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
WHT-86,WHT,86,https://limitlesstcg.com/cards/WHT/86,True,True,8,6,Mega Greninja | Rocket's Honchkrow | Mega Starmie | Greninja | Doublade | Decidueye,8 | 10 | 15 | 20 | 34 | 41,Mega Greninja:2 | Rocket's Honchkrow:4 | Mega Starmie:1 | Greninja:3 | Doublade:4 | Decidueye:2,ptcg::archetype::mega_greninja ptcg::archetype::rocket_s_honchkrow ptcg::archetype::mega_starmie ptcg::archetype::greninja ptcg::archetype::doublade ptcg::archetype::decidueye ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
ASC-121,ASC,121,https://limitlesstcg.com/cards/ASC/121,True,True,9,2,Basic Box | Lillie's Clefairy,9 | 21,Basic Box:1 | Lillie's Clefairy:1,ptcg::archetype::basic_box ptcg::archetype::lillie_s_clefairy ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
ASC-216,ASC,216,https://limitlesstcg.com/cards/ASC/216,True,True,9,2,Basic Box | Okidogi,9 | 29,Basic Box:2 | Okidogi:4,ptcg::archetype::basic_box ptcg::archetype::okidogi ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
JTG-146,JTG,146,https://limitlesstcg.com/cards/JTG/146,True,True,9,9,Basic Box | Metagross | Steven's Metagross | Kangaskhan Bouffalant | Tera Box | Mega Absol Box | Doublade | Mega Manectric | Joltik Box,9 | 22 | 26 | 28 | 31 | 32 | 34 | 38 | 45,Basic Box:1 | Metagross:2 | Steven's Metagross:3 | Kangaskhan Bouffalant:2 | Tera Box:1 | Mega Absol Box:1 | Doublade:3 | Mega Manectric:4 | Joltik Box:1,ptcg::archetype::basic_box ptcg::archetype::metagross ptcg::archetype::steven_s_metagross ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::tera_box ptcg::archetype::mega_absol_box ptcg::archetype::doublade ptcg::archetype::mega_manectric ptcg::archetype::joltik_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
PFL-14,PFL,14,https://limitlesstcg.com/cards/PFL/14,True,True,9,4,Basic Box | Mega Lopunny | Lillie's Clefairy | Mega Absol Box,9 | 16 | 21 | 32,Basic Box:1 | Mega Lopunny:1 | Lillie's Clefairy:1 | Mega Absol Box:1,ptcg::archetype::basic_box ptcg::archetype::mega_lopunny ptcg::archetype::lillie_s_clefairy ptcg::archetype::mega_absol_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
TEF-152,TEF,152,https://limitlesstcg.com/cards/TEF/152,True,True,9,4,Basic Box | Crustle | Mega Abomasnow | Sylveon,9 | 11 | 43 | 47,Basic Box:1 | Crustle:1 | Mega Abomasnow:1 | Sylveon:1,ptcg::archetype::basic_box ptcg::archetype::crustle ptcg::archetype::mega_abomasnow ptcg::archetype::sylveon ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
ASC-126,ASC,126,https://limitlesstcg.com/cards/ASC/126,True,True,10,1,Rocket's Honchkrow,10,Rocket's Honchkrow:4,ptcg::archetype::rocket_s_honchkrow ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
ASC-127,ASC,127,https://limitlesstcg.com/cards/ASC/127,True,True,10,1,Rocket's Honchkrow,10,Rocket's Honchkrow:3,ptcg::archetype::rocket_s_honchkrow ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
ASC-201,ASC,201,https://limitlesstcg.com/cards/ASC/201,True,True,10,2,Rocket's Honchkrow | Rocket's Spidops,10 | 40,Rocket's Honchkrow:4 | Rocket's Spidops:1,ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_spidops ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
ASC-202,ASC,202,https://limitlesstcg.com/cards/ASC/202,True,True,10,3,Rocket's Honchkrow | Rocket's Mewtwo | Rocket's Spidops,10 | 14 | 40,Rocket's Honchkrow:4 | Rocket's Mewtwo:4 | Rocket's Spidops:3,ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
ASC-203,ASC,203,https://limitlesstcg.com/cards/ASC/203,True,True,10,5,Rocket's Honchkrow | Crustle | Rocket's Mewtwo | Toxtricity | Rocket's Spidops,10 | 11 | 14 | 35 | 40,Rocket's Honchkrow:3 | Crustle:1 | Rocket's Mewtwo:1 | Toxtricity:1 | Rocket's Spidops:3,ptcg::archetype::rocket_s_honchkrow ptcg::archetype::crustle ptcg::archetype::rocket_s_mewtwo ptcg::archetype::toxtricity ptcg::archetype::rocket_s_spidops ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
ASC-204,ASC,204,https://limitlesstcg.com/cards/ASC/204,True,True,10,3,Rocket's Honchkrow | Rocket's Mewtwo | Rocket's Spidops,10 | 14 | 40,Rocket's Honchkrow:4 | Rocket's Mewtwo:3 | Rocket's Spidops:3,ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
ASC-207,ASC,207,https://limitlesstcg.com/cards/ASC/207,True,True,10,18,Rocket's Honchkrow | Crustle | Rocket's Mewtwo | Hop's Trevenant | Metagross | Marnie's Grimmsnarl | Steven's Metagross | Kangaskhan Bouffalant | Mega Venusaur | Mega Absol Box | Toxtricity | Bloodmoon Ursaluna | Mega Sharpedo | Rocket's Spidops | Mega Abomasnow | Joltik Box | Palafin | Sylveon,10 | 11 | 14 | 18 | 22 | 24 | 26 | 28 | 30 | 32 | 35 | 37 | 39 | 40 | 43 | 45 | 46 | 47,Rocket's Honchkrow:4 | Crustle:4 | Rocket's Mewtwo:1 | Hop's Trevenant:4 | Metagross:4 | Marnie's Grimmsnarl:4 | Steven's Metagross:3 | Kangaskhan Bouffalant:4 | Mega Venusaur:1 | Mega Absol Box:4 | Toxtricity:4 | Bloodmoon Ursaluna:1 | Mega Sharpedo:2 | Rocket's Spidops:1 | Mega Abomasnow:4 | Joltik Box:4 | Palafin:1 | Sylveon:3,ptcg::archetype::rocket_s_honchkrow ptcg::archetype::crustle ptcg::archetype::rocket_s_mewtwo ptcg::archetype::hop_s_trevenant ptcg::archetype::metagross ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::steven_s_metagross ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::mega_venusaur ptcg::archetype::mega_absol_box ptcg::archetype::toxtricity ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::mega_sharpedo ptcg::archetype::rocket_s_spidops ptcg::archetype::mega_abomasnow ptcg::archetype::joltik_box ptcg::archetype::palafin ptcg::archetype::sylveon ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
ASC-208,ASC,208,https://limitlesstcg.com/cards/ASC/208,True,True,10,3,Rocket's Honchkrow | Rocket's Mewtwo | Rocket's Spidops,10 | 14 | 40,Rocket's Honchkrow:4 | Rocket's Mewtwo:2 | Rocket's Spidops:3,ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
ASC-209,ASC,209,https://limitlesstcg.com/cards/ASC/209,True,True,10,7,Rocket's Honchkrow | Rocket's Mewtwo | Metagross | Kangaskhan Bouffalant | Mega Absol Box | Rocket's Spidops | Joltik Box,10 | 14 | 22 | 28 | 32 | 40 | 45,Rocket's Honchkrow:4 | Rocket's Mewtwo:4 | Metagross:4 | Kangaskhan Bouffalant:3 | Mega Absol Box:4 | Rocket's Spidops:4 | Joltik Box:1,ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_mewtwo ptcg::archetype::metagross ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::mega_absol_box ptcg::archetype::rocket_s_spidops ptcg::archetype::joltik_box ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
ASC-217,ASC,217,https://limitlesstcg.com/cards/ASC/217,True,True,10,3,Rocket's Honchkrow | Rocket's Mewtwo | Rocket's Spidops,10 | 14 | 40,Rocket's Honchkrow:4 | Rocket's Mewtwo:4 | Rocket's Spidops:4,ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
DRI-153,DRI,153,https://limitlesstcg.com/cards/DRI/153,True,True,10,1,Rocket's Honchkrow,10,Rocket's Honchkrow:2,ptcg::archetype::rocket_s_honchkrow ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
DRI-154,DRI,154,https://limitlesstcg.com/cards/DRI/154,True,True,10,1,Rocket's Honchkrow,10,Rocket's Honchkrow:1,ptcg::archetype::rocket_s_honchkrow ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
